x,y
-1.4295921227343282,-0.36820217460816507
-1.4543353775621746,-0.40067000329268376
-1.5378475945490784,-0.4164421620987922
-1.6045966619479486,-0.45084502004203897
-1.6592429100553632,-0.5152878001071501
-1.6978663266686267,-0.5416646303663663
-1.6839557149682287,-0.6258491818968874
-1.6380056428614778,-0.7033168065828022
-1.5964349114720255,-0.7225350265788882
-1.557732162787673,-0.737952101782798
-1.5099578809560947,-0.7385139196999504
-1.4704325793259978,-0.7293597678165713
-1.4519093666547618,-0.711297745711581
-1.4466710037763741,-0.6966892195276218
-1.4499846838027806,-0.6952268323875433
-1.4525382683158254,-0.69118528854887
-1.4509111431171693,-0.6994632663005599
-1.44974464181986,-0.699346140369196
-1.4372170036446357,-0.7259188030497226
-1.411307874638643,-0.7482319316043107
-1.404178900334796,-0.748754093267333
-1.3833128733486855,-0.7492783196581204
-1.3284270502361715,-0.730932121867668
-1.1028386159088726,-0.6424725597645937
-0.9131635065279484,-0.5705982100811062
-0.7927429577589945,-0.4736427037314466
-0.6653561430699748,-0.3153064030849369
-0.5393092386180764,-0.09801619292662117
-0.38124653842404543,0.13907104297705306
-0.2014138149349162,0.3509164066222679
-0.09494748795867018,0.44576338608760663
0.04456642144565648,0.5133690721134304
0.24815210471437815,0.56572951558317
0.4568312147534793,0.5871888390214736
0.6671390366884079,0.5834847367437415
0.8742752670828171,0.5772375832821585
1.0787234263542966,0.5971726954787324
1.2254204239187478,0.640542432029498
1.3554715087038591,0.7145816311817632
1.4971270478735628,0.8510771686769784
1.5930434340987507,0.9948690716307216
1.667076804837251,1.1820291790046062
1.687565649736781,1.3271346041255796
1.6779199239666915,1.4086968570087193
1.6450836171049175,1.4987381847957022
1.5925059740123242,1.5739699877794449
1.481397707196209,1.664513815218568
1.3093410952387958,1.742301309907441
1.0717616089944852,1.7971024245327745
0.8683175447783045,1.8178905972099626
0.6605551131407604,1.8379371499525503
0.45813300039029303,1.8654239875304368
0.25518939481165753,1.89547164497458
0.028492296035382843,1.9634386599883682
-0.1770254053562705,2.0807939799217445
-0.3015869868214518,2.137025334110256
-0.40349772342482626,2.148684898266021
-0.5538153808505081,2.1251695639226
-0.7417655449784434,2.0509083335363396
-0.9632815423044936,1.915655887396342
-1.1686032852430972,1.7558899370428687
-1.3860115492636147,1.5350599096965825
-1.5399240072819673,1.3229781735744552
-1.66142172601151,1.0900381113154791
-1.7548263926028624,0.8554983998874265
-1.855293096448162,0.617416171353367
-1.9689403379237873,0.3999584038295257
-2.0890863732635587,0.18296773246992892
-2.1967689973172453,0.00881174879763213
-2.1723933418469428,0.020168224800860605
-2.1129962990737154,0.04482354104545683
-1.9099530614306206,0.09277292322764392
-1.6826027510263382,0.14944721538025119
-1.4746007608613705,0.25570255211874077
-1.2429054589077564,0.3478548451535007
-1.1046305956496791,0.36573640967612
-0.9646458070964179,0.3420023461959818
-0.877075500153273,0.30683498038594154
-0.7992624384596327,0.25031931610605346
-0.701605319978833,0.13549715601823425
-0.6350269937655089,-0.002682641507692215
-0.5840253919509916,-0.20272196079760116
-0.5673044473909442,-0.4092936431112949
-0.5594183704113636,-0.6186693244966996
-0.5626109848909291,-0.8274990580125837
-0.566211169469235,-1.0332998192996918
-0.5722057150690764,-1.2382262627164289
-0.5530270225724163,-1.4395309900165147
-0.48721105427067696,-1.6332498614633675
-0.40562497031837813,-1.7650122632722698
-0.30750336032610237,-1.8672355890649441
-0.20485987862849964,-1.9305548341891383
-0.09039593901566113,-1.968334700274565
-0.10731392570591794,-1.9774802054880176
-0.2956143488157417,-1.9513528357644294
-0.39647399133254435,-1.9111082342816679
-0.5391844754370136,-1.8246178949980636
-0.3080395616636995,-2.0209397671757627
-0.219757649376143,-2.058915916922577
-0.16951155785473204,-2.065111489496546
-0.11374374151264979,-2.057444338965655
-0.07330398439552448,-2.0417189505773057
-0.048310868955443176,-2.0256616737116357
-0.06122174395425641,-2.0314328270061424
-0.06243315896498011,-2.0368131878067977
-0.07111682446798928,-2.039085245173572
-0.0649878908431455,-2.0542329809372957
-0.050812895120904415,-2.0787770751536705
-0.020787314313742613,-2.113529516043946
0.019847792662076282,-2.142041476367143
0.07223381886020017,-2.1598474584646947
0.1207331060275922,-2.1721119881899504
0.22329404686073628,-2.1645151629094532
0.318615047557597,-2.1257702196151085
0.4074040686807836,-2.0622798786530763
0.4702035415630038,-1.9908640628086713
0.5449977878613791,-1.8553069949342766
0.5983892746975924,-1.6497045833219637
0.6207610878730049,-1.4482801324674186
0.6196206968573048,-1.2399535417576242
0.6126274493665144,-1.0316130025950614
0.6043101303585432,-0.8265260588045409
0.5908429553890421,-0.6208520091339943
0.5828196602559907,-0.38818358031526906
0.5814256410887211,-0.17000537283410289
0.5828546398082702,0.03416240862663611
0.550788450736507,-0.019306115120300064
0.4796127187132808,-0.20195578665849853
0.37501385327483766,-0.3552377704982857
0.27273251967736983,-0.45357242214591903
0.14208185317798383,-0.5227343159836862
-0.004997722400585619,-0.556799924325454
-0.15148145696720536,-0.5523122597050343
-0.28642613986350324,-0.5092595153028469
-0.4057606577359266,-0.432101025090285
-0.48474920068966576,-0.35216462546744515
-0.5175433056536131,-0.2857873925741028
Total distance: 19.58 m
