x,y
-1.474121574385587,-0.36519769442561406
-1.3300486586381792,-0.3186461504102079
-1.2062706727788215,-0.32930583226831817
-1.0318482116319296,-0.37771843595927596
-0.8610290303874863,-0.41474694895351405
-0.7867816915575848,-0.41598199171070577
-0.7197302614646872,-0.3807823082162761
-0.60612033132756,-0.29299887800271035
-0.44463196869949523,-0.07544755219485542
-0.3327768061118975,0.1335639336203141
-0.23595692495203627,0.27339917916508527
-0.12510422636747598,0.377174877947348
0.05130340740000652,0.4639982557645173
0.2503174782752879,0.5267484344111316
0.4524806848007416,0.5532958033762999
0.6566227858206597,0.554873924230785
0.8595616021302199,0.5670852346698307
1.109267467787365,0.6120727705386106
1.2939713345879962,0.6936603540054228
1.4543151085628065,0.8039169355236769
1.5621846465075997,0.9487669036149579
1.639721786657608,1.1217625485727771
1.6713723892685104,1.2939991461109939
1.6604814967644344,1.4246143467219299
1.6135500712709072,1.5190432560896727
1.5561921474142832,1.5890591038253563
1.438191916089224,1.6768782647436373
1.2577411185823548,1.745796583427186
1.0149299668753125,1.7946975068882713
0.8106605941863598,1.812556271423765
0.6090671386976197,1.8378187058208324
0.3685990024035035,1.8703921319560608
0.1455757136740756,1.914167549716925
-0.032665623493988084,1.9934428196403937
-0.144537217878438,2.0446562372343053
-0.2427826202449887,2.067913739659684
-0.3935653329231948,2.0602487558248765
-0.5857858686717617,2.013903387526454
-0.8191963791094188,1.9063612930699703
-1.0381266881781905,1.7758342805403753
-1.2447276197244295,1.6230359361834732
-1.4613422213956917,1.3988118499265292
-1.6015321800675053,1.192385785622533
-1.7154221820630569,0.9620883685251514
-1.8180463899343369,0.7259988093476506
-1.9242215634719477,0.4923342020507011
-2.0240105824877226,0.285653443669124
-2.1466081763123395,0.08205665358098588
-2.2426667833931244,-0.08997801369556672
-2.2652871039254867,-0.18508789355641497
-2.252215504907716,-0.32780609303922736
-2.1681414094322164,-0.5711913924648724
-2.0450947527141676,-0.7988038658630935
-1.8979154247573888,-1.0208505137329642
-1.698653484163919,-1.2544949385591004
-1.4665643267680455,-1.4520655083471832
-1.2468086694193248,-1.5853898755320452
-1.012909944271954,-1.6960592013374476
-0.7739933166597786,-1.7899002956432355
-0.5409002588827275,-1.8690965010133698
-0.32508953681845776,-1.9296016046761468
-0.11921256991533159,-1.971851483914439
-0.33974235666949254,-1.9021529885815236
-0.470445159961623,-1.8532423289801345
-0.48081128962180436,-1.8518026259268667
-0.4927721592786711,-1.8541358481287655
-0.4939006815492382,-1.8477275517100245
-0.48442312542721555,-1.8426942877159966
-0.4797286042662605,-1.8352224635327976
-0.4807827503179363,-1.8269346432169649
-0.4809605587146154,-1.8143330569803924
-0.4822638693167981,-1.8033373134252404
-0.3550880712740109,-1.8912866984850012
-0.2566416241429037,-1.930125115884639
-0.10629978826190484,-1.9512475495699235
0.04467655066249402,-1.9377665093389855
0.18587717550356572,-1.8898324981240324
0.3085291792275815,-1.802365013615177
0.4391753163719185,-1.6475827544191255
0.5155865104067406,-1.465405212948151
0.5547460964127997,-1.261222490729799
0.5770165492861715,-1.055613333565548
0.5924125711467599,-0.8594152618088
0.5861283333385495,-0.6547591560260702
0.5779465955974259,-0.45553486837478385
0.5768147382350759,-0.25818778810934906
0.5855530378082129,-0.04415875264900833
0.5627291030706892,-0.08846069696220901
0.495991445117092,-0.2267143013132594
0.3875816709190634,-0.3414052951576634
0.2544293938715991,-0.4269502518943971
0.10864721093058635,-0.4782252489051633
-0.09004394118170032,-0.4914610101585778
-0.25758888244680134,-0.4551949436282032
-0.4010317328410448,-0.3945696494037774
-0.5178477188746522,-0.30953412946168524
Total distance: 16.94 m
