x,y
-1.5718609209526164,-0.39211225376654757
-1.6834569116897462,-0.4414476703697803
-1.8755202115126544,-0.576352319688734
-1.9356614960975538,-0.603893363026942
-2.0275267209001067,-0.6657240473255253
-2.054398778003454,-0.6748650989842643
-1.9485394199496666,-0.4647181460906554
-1.896513304725875,-0.23386072107570494
-1.798603111769773,-0.024195050670300384
-1.6148236548780752,0.22311840437390223
-1.3777241912023324,0.40488710187621973
-1.131661001134727,0.5188023750620112
-0.9142418202877618,0.5607301329018154
-0.6745221081984173,0.5697542712252529
-0.42978277277683735,0.5561037230142987
-0.1921132504160913,0.5269963440844745
0.044797561721875316,0.4957773975873251
0.2796550137647176,0.46989330405464025
0.5113670764985029,0.4420140598469457
0.7307979447852255,0.42137387981818064
0.9520481384533236,0.42965023102055977
1.20161631723252,0.4758574454791925
1.2091832824007784,0.48149073908575346
1.0663577883024058,0.48273752181429647
1.196090241151254,0.532652947930624
1.4538343755255474,0.7039736983505464
1.6066407061091077,0.8479188656814303
1.6454038630734609,0.9243711395831175
1.6661454944105403,1.0458190451035854
1.6797012479533906,1.256434218206269
1.6938009379826342,1.0842849823635847
1.6397875265965092,1.2351897559996976
1.5403825986696478,1.4001571964261377
1.38973900562927,1.5460369740522852
1.1797295209882188,1.6768322505352093
0.9549371880589798,1.769542341939336
0.7409972351818068,1.8516202836779985
0.5194143256168301,1.9313994360478135
0.28028325678199356,1.986114138905218
0.06577984161827592,2.0050210676821343
-0.01047306140571264,2.0004687393445097
-0.14305484411203753,1.9539029963978476
-0.34350299922908445,1.8690595748295293
-0.5823047079477697,1.8031999011548052
-0.8114294306735061,1.752914271227405
-1.0403519830806347,1.686120633803208
-1.2612519725809153,1.5808249842539566
-1.4884296300163977,1.4259956752074854
-1.625284329964303,1.269290309427979
-1.7583192079337218,1.0189564928780275
-1.8717843324260421,0.8081882363976666
-1.9986413049985752,0.6045034593768512
-2.108288106028582,0.391934309328948
-2.178724210941337,0.1860385349162596
-2.195622588202065,0.029954505482143456
-2.1730275904738776,-0.2040266121293412
-2.1325874411897936,-0.4284792940992919
-2.0646476037938415,-0.657800319035592
-1.9697047289811223,-0.8698972929482206
-1.840731483471009,-1.0780209370739842
-1.6438072796557675,-1.316312364600041
-1.406552498194977,-1.5214894475726206
-1.1983264656719719,-1.6409035621298012
-0.9722967197662424,-1.7366345318597272
-0.7527158391144313,-1.8250144626911058
-0.5288578943188413,-1.9069571185447631
-0.2964028766378401,-1.9656123089318507
-0.06841225973741212,-1.997723949768549
-0.29407087966625856,-1.9910910125978827
-0.4423556002649563,-2.031768929499765
-0.5793811294441389,-2.106736416034919
-0.6795066372720524,-2.1964458513361054
-0.5954788149312548,-2.0864601957864064
-0.5422667681296747,-1.9739346199488046
-0.523581076826426,-1.8576281862269886
-0.5263516200115217,-1.828023566523162
-0.529555684344587,-1.827518207505527
-0.4275571135397383,-2.0341132112641724
-0.39211219492559285,-2.1760432885176195
-0.3900990611605416,-2.0627387433179902
-0.4215146831955759,-2.1602215228476114
-0.43032386825154983,-2.1808721768328883
-0.4163296288914196,-2.168977675307261
-0.3337687126916086,-2.12653309571995
-0.1558024408927731,-2.06517157858868
-0.028026359022196003,-2.025088006965129
0.14569597878343005,-1.9211988898244379
0.3180544221839504,-1.7567253198658255
0.46611262851130847,-1.5229645329081207
0.544502327759294,-1.3136453712457776
0.5899376375517457,-1.0560731283590368
0.6224331304103656,-0.8400314409039662
0.6942828529473667,-0.6302729373324701
0.7910019609484056,-0.4777666749979848
0.6272582866809541,-0.6413158784248817
0.698789165577319,-0.6063924661164574
0.8512442051202859,-0.5609281397775084
1.0105879229673682,-0.5522452508272088
0.8817469897568191,-0.5348868994695745
0.7441756493607322,-0.4758865684928049
0.7395708085675632,-0.4412182823965532
0.6456415991982439,-0.32532117838115054
0.5871593188082315,-0.2125699470687797
0.5615680248604833,-0.07834473659504824
0.5636282304991203,0.06366860677974061
0.5335317740537646,-0.17995135278421895
0.4680822979277375,-0.34292645266342375
0.3696695942811144,-0.4642753642299707
0.2697622949254109,-0.5441859433668174
0.17477668300541202,-0.5873882838307088
0.055496478287127365,-0.5903333651459594
-0.11567374931695454,-0.59032630202178
-0.2619545279531408,-0.5477923229984439
-0.3780189976490678,-0.48923443858675164
-0.45663803840275086,-0.4213449837890893
-0.5133375643680681,-0.3499729498062755
-0.5359393197794454,-0.3052478139752936
Total distance: 21.50 m
